lemma,pos,level,source
relativity,noun,B2,cefr_j
relax,verb,A2,cefr_j
relaxation,noun,B2,cefr_j
relaxing,adjective,B1,cefr_j
relay,noun,B2,cefr_j
release,noun,A2,cefr_j
release,verb,B1,cefr_j
relevant,adjective,B2,cefr_j
relic,noun,B2,cefr_j
relief,noun,B2,cefr_j
relieve,verb,B2,cefr_j
relieved,adjective,B2,cefr_j
religious,adjective,B1,cefr_j
rely,verb,B1,cefr_j
remain,verb,A2,cefr_j
remainder,noun,B1,cefr_j
remaining,adjective,B2,cefr_j
remains,noun,B2,cefr_j
remark,noun,B2,cefr_j
remark,verb,B1,cefr_j
remarkable,adjective,B1,cefr_j
remarkably,adverb,B2,cefr_j
remedy,noun,B1,cefr_j
remembrance,noun,B1,cefr_j
remind,verb,A2,cefr_j
reminder,noun,B2,cefr_j
remote control,noun,B1,cefr_j
remove,verb,B1,cefr_j
renew,verb,B1,cefr_j
rental,noun,B2,cefr_j
reorganize/reorganise,verb,B2,cefr_j
repaint,noun,B2,cefr_j
repair,noun,A2,cefr_j
repair,verb,A2,cefr_j
repeat,verb,A1,cefr_j
repeatedly,adverb,B1,cefr_j
repertoire,noun,B2,cefr_j
repetition,noun,B2,cefr_j
replace,verb,A2,cefr_j
replacement,noun,B2,cefr_j
reporter,noun,A1,cefr_j
represent,verb,A2,cefr_j
representative,noun,B1,cefr_j
repress,verb,B2,cefr_j
repression,noun,B2,cefr_j
reprint,noun,B2,cefr_j
reproduce,verb,B1,cefr_j
reprove,verb,B2,cefr_j
require,verb,B1,cefr_j
requirement,noun,B1,cefr_j
resemble,verb,B1,cefr_j
reservation,noun,B1,cefr_j
reserve,noun,B1,cefr_j
reserve,verb,B1,cefr_j
residence,noun,B2,cefr_j
resident,adjective,B1,cefr_j
resident,noun,B2,cefr_j
residential,adjective,B1,cefr_j
resign,verb,B2,cefr_j
resignation,noun,B2,cefr_j
resist,verb,B1,cefr_j
resistance,noun,B2,cefr_j
resolution,noun,B2,cefr_j
resolve,verb,B1,cefr_j
resonant,adjective,B2,cefr_j
resort,noun,B1,cefr_j
resource,noun,B1,cefr_j
respectable,adjective,B1,cefr_j
respectably,adverb,B2,cefr_j
respected,adjective,B2,cefr_j
respiration,noun,B2,cefr_j
respiratory,adjective,B2,cefr_j
respond,verb,B1,cefr_j
response,noun,A2,cefr_j
responsibility,noun,B1,cefr_j
rest,noun,B1,cefr_j
rest,verb,B1,cefr_j
restore,verb,B1,cefr_j
restrict,verb,B1,cefr_j
restriction,noun,B2,cefr_j
result,noun,A1,cefr_j
result,verb,B1,cefr_j
resume,verb,B2,cefr_j
retailer,noun,B2,cefr_j
retain,verb,B1,cefr_j
retard,verb,B2,cefr_j
retell,verb,B1,cefr_j
retina,noun,B2,cefr_j
retire,verb,A2,cefr_j
retired,adjective,A2,cefr_j
retirement,noun,B2,cefr_j
retrieve,verb,B2,cefr_j
retrospect,noun,B1,cefr_j
return,noun,A2,cefr_j
return,verb,A2,cefr_j
reunification,noun,B1,cefr_j
reunify,verb,B1,cefr_j
revenge,noun,B2,cefr_j
reverence,noun,B2,cefr_j
reverse,verb,B2,cefr_j
review,noun,A1,cefr_j
review,verb,B2,cefr_j
revise,verb,B1,cefr_j
revision,noun,B1,cefr_j
revival,noun,B2,cefr_j
revive,verb,B2,cefr_j
revolution,noun,B2,cefr_j
revolutionary,adjective,B2,cefr_j
revolutionize/revolutionise,verb,B2,cefr_j
revolve,verb,B2,cefr_j
reward,noun,B1,cefr_j
reward,verb,B2,cefr_j
rhyme,verb,B2,cefr_j
rhythmic,adjective,B2,cefr_j
rib,noun,B2,cefr_j
rich,adjective,A1,cefr_j
riddle,noun,B2,cefr_j
riddle,verb,B1,cefr_j
rider,noun,B2,cefr_j
ridge,noun,B2,cefr_j
ridiculous,adjective,B1,cefr_j
righteousness,noun,B2,cefr_j
right-hand,adjective,A2,cefr_j
rightly,adverb,B2,cefr_j
ripe,adjective,B1,cefr_j
risky,adjective,B2,cefr_j
ritual,noun,B2,cefr_j
roadside,noun,B1,cefr_j
roam,noun,B2,cefr_j
roast,adjective,B2,cefr_j
roast,verb,A2,cefr_j
robbery,noun,A2,cefr_j
rocket,noun,B2,cefr_j
rocky,adjective,B2,cefr_j
role,noun,A1,cefr_j
roll,noun,A2,cefr_j
roll,verb,B2,cefr_j
rolling,adjective,B1,cefr_j
romance,noun,A2,cefr_j
romantic,adjective,A2,cefr_j
roof,noun,A2,cefr_j
roommate,noun,B2,cefr_j
rosy,adjective,B2,cefr_j
roughly,adverb,A2,cefr_j
roundabout,noun,A2,cefr_j
route,noun,B2,cefr_j
routine,noun,B1,cefr_j
royal,adjective,A2,cefr_j
royalty,noun,B2,cefr_j
rubbish,noun,B1,cefr_j
rubble,noun,B2,cefr_j
rudely,adverb,B1,cefr_j
rug,noun,B2,cefr_j
rugby,noun,A2,cefr_j
ruinous,adjective,B2,cefr_j
rule,noun,A1,cefr_j
rule,verb,B2,cefr_j
ruler,noun,A1,cefr_j
rumor/rumour,noun,A2,cefr_j
runaway,noun,B1,cefr_j
runner,noun,A2,cefr_j
running,noun,A2,cefr_j
runway,noun,B1,cefr_j
rural,adjective,B2,cefr_j
rush,noun,A2,cefr_j
rush,verb,B1,cefr_j
rush hour,noun,B2,cefr_j
rusty,adjective,B2,cefr_j
's,be-verb,A1,cefr_j
sack,verb,B2,cefr_j
sacred,adjective,B1,cefr_j
sad,adjective,A1,cefr_j
sadly,adverb,A2,cefr_j
sadness,noun,B1,cefr_j
safeguard,noun,B1,cefr_j
safeguard,verb,B2,cefr_j
safely,adverb,B1,cefr_j
sag,noun,B2,cefr_j
sage,noun,B2,cefr_j
sailing,noun,A2,cefr_j
sailor,noun,A1,cefr_j
salesman,noun,B1,cefr_j
salesmanship,noun,B2,cefr_j
salesperson,noun,B2,cefr_j
saleswoman,noun,B2,cefr_j
salon,noun,B2,cefr_j
sample,noun,A2,cefr_j
sandal,noun,B1,cefr_j
sandstone,noun,B2,cefr_j
sandy,adjective,A2,cefr_j
sanitary,adjective,B2,cefr_j
sanitation,noun,B2,cefr_j
satellite,noun,B1,cefr_j
satisfaction,noun,B1,cefr_j
satisfactory,adjective,B2,cefr_j
satisfied,adjective,B1,cefr_j
satisfy,verb,A2,cefr_j
saucepan,noun,B1,cefr_j
saucer,noun,B1,cefr_j
saving/savings,noun,B2,cefr_j
scan,noun,B1,cefr_j
scan,verb,B2,cefr_j
scandal,noun,B2,cefr_j
scar,noun,B2,cefr_j
scarcely,adverb,B2,cefr_j
scare,verb,B1,cefr_j
scared,adjective,B1,cefr_j
scarf,noun,A2,cefr_j
scary,adjective,B1,cefr_j
scatter,verb,B1,cefr_j
scene,noun,A2,cefr_j
scenery,noun,A2,cefr_j
scenic,adjective,B1,cefr_j
schedule,noun,A2,cefr_j
schedule,verb,B2,cefr_j
scheduled,adjective,B2,cefr_j
scheme,noun,B2,cefr_j
scholar,noun,B1,cefr_j
scholarship,noun,B1,cefr_j
scholasticism,noun,B2,cefr_j
schoolchild,noun,A2,cefr_j
schoolgirl,noun,B2,cefr_j
schoolmate,noun,B1,cefr_j
schoolteacher,noun,B1,cefr_j
schoolwork,noun,A2,cefr_j
science fiction,noun,B1,cefr_j
scientific,adjective,A2,cefr_j
scientifically,adverb,B2,cefr_j
scientist,noun,A1,cefr_j
scold,verb,B1,cefr_j
scooter,noun,B2,cefr_j
scope,noun,B1,cefr_j
scramble,verb,B2,cefr_j
scratch,noun,B1,cefr_j
scratch,verb,B2,cefr_j
scream,noun,A2,cefr_j
scream,verb,B1,cefr_j
screen,noun,A2,cefr_j
screen,verb,B2,cefr_j
scribble,noun,B2,cefr_j
script,noun,A2,cefr_j
scrooge,noun,B2,cefr_j
scuba,noun,B2,cefr_j
sculpture,noun,B1,cefr_j
scythe,noun,B2,cefr_j
seafood,noun,A2,cefr_j
seal,noun,B2,cefr_j
seaside,noun,A2,cefr_j
seasonal,adjective,B2,cefr_j
seat,noun,A1,cefr_j
seawater,noun,B1,cefr_j
seaweed,noun,B1,cefr_j
second,pronoun,A2,cefr_j
second person,noun,B2,cefr_j
secondary,adjective,B2,cefr_j
secondary school,noun,B1,cefr_j
second-hand,adjective,B1,cefr_j
second-hand,adverb,B1,cefr_j
secondly,adverb,B2,cefr_j
secretly,adverb,B1,cefr_j
section,noun,A1,cefr_j
sector,noun,B2,cefr_j
seesaw,noun,B2,cefr_j
segment,noun,B2,cefr_j
seldom,adverb,B2,cefr_j
select,adjective,B1,cefr_j
select,verb,B2,cefr_j
selection,noun,B1,cefr_j
self-confidence,noun,B2,cefr_j
self-confident,adjective,B2,cefr_j
selfish,adjective,B1,cefr_j
selfless,adjective,B2,cefr_j
self-service,adjective,B1,cefr_j
seller,noun,B2,cefr_j
semi-final,noun,B2,cefr_j
seminar,noun,B2,cefr_j
senator,noun,B2,cefr_j
senior,adjective,A2,cefr_j
senior,noun,A2,cefr_j
sensation,noun,B1,cefr_j
sensible,adjective,B2,cefr_j
sensitive,adjective,B2,cefr_j
separately,adverb,B2,cefr_j
separation,noun,B1,cefr_j
serene,adjective,B2,cefr_j
serial,adjective,B2,cefr_j
serious,adjective,B1,cefr_j
seriously,adverb,A2,cefr_j
serve,verb,A2,cefr_j
server,noun,B1,cefr_j
session,noun,B1,cefr_j
setback,noun,B2,cefr_j
setting,noun,B1,cefr_j
settlement,noun,B1,cefr_j
settler,noun,B1,cefr_j
seven,number,A1,cefr_j
seventeen,number,A1,cefr_j
seventy,number,A1,cefr_j
several,determiner,A2,cefr_j
several,pronoun,A2,cefr_j
severe,adjective,B1,cefr_j
severely,adverb,B1,cefr_j
sexism,noun,B2,cefr_j
sexy,adjective,B2,cefr_j
shabby,adjective,B2,cefr_j
shade,noun,A2,cefr_j
shadowy,adjective,B1,cefr_j
Shakespearean,adjective,B2,cefr_j
shaky,adjective,B2,cefr_j
shall,modal auxiliary,A2,cefr_j
shame,noun,B1,cefr_j
shameful,adjective,B1,cefr_j
shampoo,noun,A2,cefr_j
sharply,adverb,B2,cefr_j
shatter,verb,B2,cefr_j
shave,verb,B1,cefr_j
sheer,adjective,B1,cefr_j
shell,noun,A2,cefr_j
shell,verb,B2,cefr_j
shelter,noun,B1,cefr_j
sheriff,noun,B1,cefr_j
shield,noun,B2,cefr_j
shift,noun,B2,cefr_j
shift,verb,B1,cefr_j
shipping,noun,B2,cefr_j
shipwreck,noun,B2,cefr_j
shiver,verb,B1,cefr_j
shocked,adjective,B1,cefr_j
shocking,adjective,B1,cefr_j
shooting,noun,B2,cefr_j
shop assistant,noun,A2,cefr_j
shopkeeper,noun,B2,cefr_j
shoplift,verb,B2,cefr_j
shoplifter,noun,B2,cefr_j
shoplifting,noun,B2,cefr_j
shopper,noun,B1,cefr_j
shopping,noun,A1,cefr_j
shore,noun,A2,cefr_j
short/shorts,noun,A2,cefr_j
shortly,adverb,B1,cefr_j
shortness,noun,B2,cefr_j
short-term,adjective,B2,cefr_j
should,modal auxiliary,A1,cefr_j
shoulder,noun,A1,cefr_j
shout,noun,A2,cefr_j
shout,verb,B1,cefr_j
showbiz,noun,B2,cefr_j
showcase,noun,B2,cefr_j
shower,noun,A1,cefr_j
shower,verb,B2,cefr_j
shrug,verb,B2,cefr_j
shy,adjective,A1,cefr_j
sickness,noun,B1,cefr_j
sigh,noun,B1,cefr_j
sigh,verb,B2,cefr_j
sight,noun,A1,cefr_j
sightseeing,noun,A2,cefr_j
sign,noun,A1,cefr_j
sign,verb,B1,cefr_j
signature,noun,B1,cefr_j
significance,noun,B1,cefr_j
significant,adjective,A2,cefr_j
significantly,adverb,B2,cefr_j
signify,verb,B2,cefr_j
signpost,noun,B1,cefr_j
silent,adjective,B1,cefr_j
silently,adverb,A2,cefr_j
silk,noun,B1,cefr_j
silverware,noun,B2,cefr_j
similarly,adverb,B1,cefr_j
simplification,noun,B2,cefr_j
simplify,verb,B1,cefr_j
simply,adverb,A2,cefr_j
sincere,adjective,B2,cefr_j
sincerity,noun,B2,cefr_j
singer,noun,A1,cefr_j
singing,noun,A2,cefr_j
single,adjective,A2,cefr_j
single,noun,B1,cefr_j
sink,noun,A2,cefr_j
sink,verb,B1,cefr_j
site,noun,A1,cefr_j
sitting room,noun,A2,cefr_j
situation,noun,A2,cefr_j
six,number,A1,cefr_j
sixteen,number,A1,cefr_j
sixty,number,A1,cefr_j
skate,noun,A2,cefr_j
skate,verb,B1,cefr_j
skateboard,noun,B2,cefr_j
skateboarder,noun,B2,cefr_j
skateboarding,noun,A2,cefr_j
skating,noun,A2,cefr_j
skeleton,noun,B1,cefr_j
ski,noun,A2,cefr_j
ski,verb,B1,cefr_j
skiing,noun,A2,cefr_j
skilled,adjective,B2,cefr_j
skillful/skilful,adjective,B2,cefr_j
skillfully/skilfully,adverb,B2,cefr_j
skim,verb,B2,cefr_j
skip,verb,B2,cefr_j
skyward,adverb,B2,cefr_j
slam,verb,B2,cefr_j
slap,noun,B2,cefr_j
slap,verb,B2,cefr_j
slaughter,noun,B2,cefr_j
sleepless,adjective,A2,cefr_j
slice,noun,A2,cefr_j
slice,verb,B2,cefr_j
slight,adjective,B2,cefr_j
slight,noun,B1,cefr_j
slightly,adverb,B1,cefr_j
sliver,noun,B2,cefr_j
slope,noun,B1,cefr_j
sloppy,adjective,B2,cefr_j
slot,noun,B1,cefr_j
smart,adjective,A1,cefr_j
smash,verb,B2,cefr_j
smoker,noun,B1,cefr_j
smokestack,noun,B2,cefr_j
smoking,noun,A1,cefr_j
smoothly,adverb,A2,cefr_j
snap,verb,B2,cefr_j
sneak,verb,B2,cefr_j
sneer,noun,B2,cefr_j
sniff,verb,B2,cefr_j
snowboard,noun,B1,cefr_j
snowboarding,noun,A2,cefr_j
snowy,adjective,A1,cefr_j
soaked,adjective,B2,cefr_j
soaking,adjective,B2,cefr_j
soap,noun,A2,cefr_j
soar,verb,B2,cefr_j
sob,verb,B2,cefr_j
so-called,adjective,B2,cefr_j
sociable,adjective,B2,cefr_j
social,adjective,A1,cefr_j
social networking,noun,B1,cefr_j
socialize/socialise,verb,B2,cefr_j
socially,adverb,B1,cefr_j
society,noun,A2,cefr_j
sock,noun,A2,cefr_j
soda,noun,A2,cefr_j
soft,adjective,A2,cefr_j
soft drink,noun,A2,cefr_j
softly,adverb,A2,cefr_j
softness,noun,B2,cefr_j
solar,adjective,B2,cefr_j
soldier,noun,A2,cefr_j
solidity,noun,B2,cefr_j
soliloquy,noun,B2,cefr_j
solo,adjective,B2,cefr_j
solo,adverb,B2,cefr_j
solo,noun,B2,cefr_j
solution,noun,A2,cefr_j
solve,verb,A1,cefr_j
solvent,noun,B2,cefr_j
someday,adverb,A2,cefr_j
somehow,adverb,B1,cefr_j
someplace,adverb,B1,cefr_j
sometime,adverb,B1,cefr_j
sometimes,adverb,B1,cefr_j
somewhat,adverb,B2,cefr_j
somewhere,adverb,A2,cefr_j
sonnet,noun,B2,cefr_j
soon,adverb,A1,cefr_j
soothe,verb,B1,cefr_j
sophisticated,adjective,B2,cefr_j
sophomore,noun,B1,cefr_j
sore,adjective,B1,cefr_j
soundtrack,noun,B2,cefr_j
soup,noun,A1,cefr_j
sour,adjective,B1,cefr_j
southward,adverb,B2,cefr_j
Soviet,noun,B2,cefr_j
soybean,noun,B2,cefr_j
spaghetti,noun,A2,cefr_j
span,verb,B2,cefr_j
spare,adjective,B2,cefr_j
spare,verb,B2,cefr_j
sparerib,noun,B2,cefr_j
spark,noun,B2,cefr_j
sparkle,noun,B1,cefr_j
sparkling,adjective,B2,cefr_j
specialist,noun,B1,cefr_j
specialize/specialise,verb,B1,cefr_j
specially,adverb,B1,cefr_j
specialty,noun,B2,cefr_j
specific,adjective,A2,cefr_j
specifically,adverb,B2,cefr_j
specify,verb,B2,cefr_j
spectacle,noun,B2,cefr_j
spectacular,adjective,B1,cefr_j
spectator,noun,B1,cefr_j
speeder,noun,B2,cefr_j
spellbound,adjective,B2,cefr_j
spicy,adjective,B1,cefr_j
spill,verb,A2,cefr_j
spinach,noun,B1,cefr_j
spiral,adjective,B1,cefr_j
spiritual,adjective,B1,cefr_j
spite,noun,B2,cefr_j
splatter,noun,B2,cefr_j
spokesman,noun,B2,cefr_j
spokeswoman,noun,B2,cefr_j
sponge,noun,B1,cefr_j
sponsor,noun,B1,cefr_j
sponsor,verb,B2,cefr_j
spoon,noun,A2,cefr_j
sport,noun,A1,cefr_j
sports,adjective,B1,cefr_j
sports center/sports centre,noun,A2,cefr_j
sportsmanship,noun,B1,cefr_j
spray,noun,B2,cefr_j
spray,verb,B2,cefr_j
spreadsheet,noun,B2,cefr_j
sprint,noun,B2,cefr_j
spur,noun,B2,cefr_j
spy,noun,A1,cefr_j
squad,noun,B2,cefr_j
stability,noun,B2,cefr_j
stable,adjective,B1,cefr_j
stack,noun,B2,cefr_j
stadium,noun,A2,cefr_j
stage,noun,A1,cefr_j
stagger,noun,B2,cefr_j
stain,noun,B2,cefr_j
stain,verb,B2,cefr_j
stair,noun,A2,cefr_j
stake,noun,B2,cefr_j
stall,noun,B1,cefr_j
stammer,verb,B2,cefr_j
stamp,noun,A2,cefr_j
stamp,verb,B2,cefr_j
standby,adjective,B2,cefr_j
stanza,noun,B2,cefr_j
stare,verb,B1,cefr_j
startle,verb,B2,cefr_j
starvation,noun,B2,cefr_j
starve,verb,B2,cefr_j
starving,adjective,B2,cefr_j
statesman,noun,B2,cefr_j
statewide,adverb,B2,cefr_j
station,noun,A1,cefr_j
statue,noun,A2,cefr_j
status,noun,B1,cefr_j
steadily,adverb,B1,cefr_j
steady,adjective,B1,cefr_j
steak,noun,A2,cefr_j
steal,verb,A2,cefr_j
steely,adjective,B2,cefr_j
steep,adjective,B1,cefr_j
steer,verb,B2,cefr_j
steering wheel,noun,B2,cefr_j
step,noun,A2,cefr_j
step,verb,A1,cefr_j
stereotype,noun,B2,cefr_j
stern,adjective,B2,cefr_j
stew,noun,B2,cefr_j
sticker,noun,B1,cefr_j
sticky,adjective,B1,cefr_j
stimulant,noun,B2,cefr_j
stimulation,noun,B2,cefr_j
stingy,adjective,B2,cefr_j
stitch,noun,B2,cefr_j
stock market,noun,B2,cefr_j
stockpile,noun,B2,cefr_j
stomachache,noun,A2,cefr_j
stonework,noun,B2,cefr_j
stool,noun,B2,cefr_j
stopover,noun,B2,cefr_j
stopwatch,noun,B2,cefr_j
storage,noun,B1,cefr_j
store,noun,A1,cefr_j
store,verb,B2,cefr_j
stormy,adjective,B1,cefr_j
story,noun,A1,cefr_j
storyteller,noun,B1,cefr_j
straighten,verb,B2,cefr_j
straightforward,adjective,B2,cefr_j
strain,noun,B1,cefr_j
strain,verb,B2,cefr_j
strait,noun,B2,cefr_j
strand,noun,B2,cefr_j
strangely,adverb,B1,cefr_j
stranger,noun,A2,cefr_j
strangle,verb,B2,cefr_j
strategic,adjective,B1,cefr_j
strategy,noun,A2,cefr_j
straw,noun,B1,cefr_j
stream,noun,B1,cefr_j
stream,verb,B1,cefr_j
strength,noun,A2,cefr_j
strengthen,verb,B1,cefr_j
stress,noun,B1,cefr_j
stress,verb,B2,cefr_j
stressed,adjective,B1,cefr_j
stressful,adjective,B1,cefr_j
stretch,verb,B1,cefr_j
strict,adjective,A1,cefr_j
strictly,adverb,B2,cefr_j
striking,adjective,B2,cefr_j
strip,noun,B1,cefr_j
strip,verb,B2,cefr_j
stripe,noun,B1,cefr_j
strongly,adverb,A2,cefr_j
structure,noun,A2,cefr_j
struggle,noun,B1,cefr_j
struggle,verb,B2,cefr_j
stubborn,adjective,B1,cefr_j
stubbornly,adverb,B2,cefr_j
student,noun,A1,cefr_j
studio,noun,B1,cefr_j
stuffed,adjective,B1,cefr_j
stumble,verb,B1,cefr_j
stun,verb,B1,cefr_j
stunning,adjective,B1,cefr_j
stupid,adjective,B1,cefr_j
style,noun,A2,cefr_j
stylish,adjective,B1,cefr_j
stylist,noun,B2,cefr_j
subconscious,adjective,B1,cefr_j
subcontinent,noun,B2,cefr_j
subculture,noun,B2,cefr_j
subdivision,noun,B2,cefr_j
submarine,noun,B1,cefr_j
submit,verb,B2,cefr_j
subplot,noun,B2,cefr_j
subside,verb,B2,cefr_j
substantial,adjective,B1,cefr_j
subtitle,noun,B2,cefr_j
subtract,verb,B2,cefr_j
suburb,noun,B2,cefr_j
succeed,verb,A2,cefr_j
successful,adjective,A1,cefr_j
successfully,adverb,A2,cefr_j
successive,adjective,B2,cefr_j
such,determiner,A2,cefr_j
such,pronoun,A2,cefr_j
sudden,adjective,A2,cefr_j
suddenly,adverb,B1,cefr_j
sue,verb,B2,cefr_j
suffer,verb,B1,cefr_j
suffering,noun,B2,cefr_j
sufficient,adjective,B1,cefr_j
sufficiently,adverb,B2,cefr_j
suggest,verb,A2,cefr_j
suggestion,noun,A1,cefr_j
suicide,noun,B1,cefr_j
suitable,adjective,A2,cefr_j
suitably,adverb,B2,cefr_j
sulfur/sulphur,noun,B2,cefr_j
summarize/summarise,verb,B1,cefr_j
summary,noun,A2,cefr_j
summit,noun,B1,cefr_j
sunbathe,verb,B1,cefr_j
sunbeam,noun,B2,cefr_j
sunflower,noun,A2,cefr_j
sunglasses,noun,A2,cefr_j
sunlight,noun,A2,cefr_j
sunny,adjective,A1,cefr_j
sunshine,noun,A1,cefr_j
super,adjective,A1,cefr_j
superb,adjective,B2,cefr_j
superintendent,noun,B2,cefr_j
superior,adjective,B1,cefr_j
supermarket,noun,A1,cefr_j
superstar,noun,A2,cefr_j
superstition,noun,B1,cefr_j
supervise,verb,B2,cefr_j
supervision,noun,B2,cefr_j
supervisor,noun,B2,cefr_j
supper,noun,A2,cefr_j
supplement,noun,B2,cefr_j
supplier,noun,B2,cefr_j
supply,noun,B1,cefr_j
supply,verb,B2,cefr_j
support,noun,A2,cefr_j
support,verb,B1,cefr_j
supporter,noun,B1,cefr_j
supportive,adjective,B1,cefr_j
suppose,verb,B1,cefr_j
supposedly,adverb,B1,cefr_j
suppress,verb,B2,cefr_j
sure,adjective,A1,cefr_j
sure,adverb,A2,cefr_j
surely,adverb,B1,cefr_j
surf,noun,A1,cefr_j
surf,verb,A2,cefr_j
surface,noun,B1,cefr_j
surfing,noun,A2,cefr_j
surge,noun,B2,cefr_j
surgeon,noun,B1,cefr_j
surgery,noun,B1,cefr_j
surprise,noun,A1,cefr_j
surprise,verb,B1,cefr_j
surprised,adjective,A2,cefr_j
surprising,adjective,A2,cefr_j
surprisingly,adverb,B1,cefr_j
surrender,verb,B2,cefr_j
surround,verb,B1,cefr_j
surrounding,adjective,B1,cefr_j
surroundings,noun,B2,cefr_j
surveillance,noun,B2,cefr_j
survey,noun,A1,cefr_j
survival,noun,B1,cefr_j
survive,verb,A2,cefr_j
survivor,noun,B1,cefr_j
suspect,noun,B1,cefr_j
suspect,verb,B2,cefr_j
suspend,verb,B2,cefr_j
suspicion,noun,B1,cefr_j
suspicious,adjective,B2,cefr_j
suspiciously,adverb,B2,cefr_j
sustain,verb,B2,cefr_j
swarm,noun,B1,cefr_j
sweater,noun,A2,cefr_j
sweatshirt,noun,B1,cefr_j
sweetheart,noun,A2,cefr_j
swift,adjective,B2,cefr_j
swimmer,noun,B1,cefr_j
swimming costume,noun,A2,cefr_j
swimming pool,noun,A1,cefr_j
swimsuit,noun,A2,cefr_j
symbolic,adjective,B2,cefr_j
sympathetic,adjective,B2,cefr_j
sympathize/sympathise,verb,B2,cefr_j
sympathy,noun,B1,cefr_j
symphony,noun,A2,cefr_j
syndrome,noun,B1,cefr_j
systematic,adjective,B1,cefr_j
table tennis,noun,A2,cefr_j
tablecloth,noun,B2,cefr_j
tablespoon,noun,A2,cefr_j
tablet,noun,B1,cefr_j
tabloid,adjective,B2,cefr_j
tabloid,noun,B2,cefr_j
tackle,verb,B2,cefr_j
tactile,adjective,B2,cefr_j
tag,noun,B2,cefr_j
takeaway,noun,B1,cefr_j
takeoff/take-off,noun,B1,cefr_j
talented,adjective,B1,cefr_j
talkative,adjective,B1,cefr_j
tame,adjective,B2,cefr_j
tanned,adjective,B2,cefr_j
target,noun,A2,cefr_j
task,noun,A2,cefr_j
taste,noun,B1,cefr_j
taste,verb,B1,cefr_j
tasteless,adjective,B1,cefr_j
tasty,adjective,B1,cefr_j
tatter,noun,B2,cefr_j
tattoo,noun,B2,cefr_j
taunt,noun,B2,cefr_j
taxi,noun,A1,cefr_j
teacher,noun,A1,cefr_j
teaching,noun,B1,cefr_j
team,noun,A1,cefr_j
teammate,noun,B1,cefr_j
teamwork,noun,B1,cefr_j
tease,noun,B1,cefr_j
tease,verb,B2,cefr_j
teaspoon,noun,B2,cefr_j
technical,adjective,B2,cefr_j
technically,adverb,B2,cefr_j
technological,adjective,B1,cefr_j
teenage,adjective,A2,cefr_j
teenager,noun,A2,cefr_j
telecommunications,noun,B1,cefr_j
telegram,noun,B1,cefr_j
teller,noun,B1,cefr_j
temper,noun,B1,cefr_j
temperate,adjective,B2,cefr_j
temporary,adjective,B1,cefr_j
tempt,verb,B1,cefr_j
temptation,noun,B2,cefr_j
ten,number,A1,cefr_j
tend,verb,B1,cefr_j
tenderly,adverb,B2,cefr_j
tenderness,noun,B2,cefr_j
tension,noun,B1,cefr_j
tent,noun,B1,cefr_j
term,noun,B1,cefr_j
terrace,noun,B2,cefr_j
terrible,adjective,A1,cefr_j
terribly,adverb,B1,cefr_j
terrific,adjective,B1,cefr_j
terrified,adjective,B1,cefr_j
terrify,verb,A2,cefr_j
terrifying,adjective,B2,cefr_j
territory,noun,B2,cefr_j
terror,noun,B1,cefr_j
terrorism,noun,B1,cefr_j
terrorist,adjective,A2,cefr_j
terrorist,noun,B1,cefr_j
testify,verb,B2,cefr_j
testimony,noun,B2,cefr_j
text,noun,A2,cefr_j
text,verb,A2,cefr_j
text message,noun,A2,cefr_j
textbook,noun,A2,cefr_j
thankful,adjective,B1,cefr_j
the,determiner,A1,cefr_j
theater/theatre,noun,A1,cefr_j
theft,noun,B1,cefr_j
theme,noun,B2,cefr_j
theorist,noun,B2,cefr_j
therapist,noun,B2,cefr_j
therapy,noun,B2,cefr_j
thereafter,adverb,B2,cefr_j
these,determiner,A1,cefr_j
these,pronoun,A1,cefr_j
thickly,adverb,B2,cefr_j
thickness,noun,B2,cefr_j
thigh,noun,B2,cefr_j
thinker,noun,B2,cefr_j
third person,noun,B2,cefr_j
thirdly,adverb,B2,cefr_j
thirst,noun,B2,cefr_j
thirst,verb,B1,cefr_j
thirsty,adjective,A2,cefr_j
thirteen,number,A1,cefr_j
thirty,number,A1,cefr_j
thorough,adjective,B1,cefr_j
thoroughly,adverb,B2,cefr_j
those,determiner,A1,cefr_j
those,pronoun,A1,cefr_j
thoughtful,adjective,B2,cefr_j
thoughtless,adjective,B2,cefr_j
thousand,number,A2,cefr_j
threatening,adjective,B1,cefr_j
three,number,A1,cefr_j
thrill,noun,B2,cefr_j
thrilled,adjective,B2,cefr_j
thriller,noun,B1,cefr_j
thrilling,adjective,B2,cefr_j
throat,noun,B2,cefr_j
through,adverb,B1,cefr_j
through,preposition,A1,cefr_j
throughout,preposition,B1,cefr_j
thump,verb,B1,cefr_j
thunderous,adjective,B1,cefr_j
thunderstorm,noun,A2,cefr_j
thus,adverb,B1,cefr_j
tickle,verb,B2,cefr_j
tidy,adjective,A2,cefr_j
tidy,verb,A2,cefr_j
tight,adjective,A1,cefr_j
tight,adverb,B2,cefr_j
tightly,adverb,B1,cefr_j
tightrope,noun,B2,cefr_j
tights,noun,A2,cefr_j
till,conjunction,B1,cefr_j
till,preposition,A2,cefr_j
timeless,adjective,B2,cefr_j
timeliness,noun,B2,cefr_j
timely,adjective,B1,cefr_j
times,preposition,B2,cefr_j
timetable,noun,A2,cefr_j
timing,noun,B2,cefr_j
tiny,adjective,B1,cefr_j
tip,noun,A2,cefr_j
